headline,short_description,authors,date
Customer Loyalty Management Via the Customer Service Silo,"Your customer service department is the most important. Here are four ways you can leverage your customer service team to effectively manage customer loyalty, build relationships and turn customers into fans.","Ted Rubin, ContributorSocial Marketing Strategist, Keynote Speaker, Brand Evangelist...",2015-02-20
"Reinventing America, The Forbes Summit in Chicago Part II","These small, invitation-only congresses bring together Wealth, Politics, Business, and Government as well as Education and Disruptive Innovation and are a winning formula for stimulating growth, forging new partnerships, and in this case, the reinvention of industrial power.","Sugar Rautbord, ContributorAuthor of three bestselling novels and a PR exec",2015-02-19
"Women in Business Q&A: Michele Marano, Real Estate for the Energy Professional, Champions Real Estate Group",,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-02-19
5 Ways to Boost Your Marketing Creativity Through Your Office Décor,"Your office décor has a direct bearing on your creativity at work. A dull office can mean dull performance; a bright office can bring out brighter ideas and motivation. You might have to start out your career in a ""boiler room"" setting, but as you progress in your field there's no reason you have to be stuck inside a tedious office.","Steve Olenski, ContributorSeverely over-caffeinated writer who knows a thing or two abou...",2015-02-19
Hugging Etiquette: The Dos and Don'ts of Showing Affection In the Workplace,"Hugging and touching someone, especially in a business setting, can oftentimes be misconstrued and lead to controversy or confusion. Before you go in for the big hug, consider the following seven tips.","Jacqueline Whitmore, ContributorAmerica's Foremost Etiquette Expert, Bestselling Author, Entre...",2015-02-18
Jean-Michel Wu: I Love Seeing People I've Managed Become Better Managers Themselves,"In this interview, let's see how his decision led into some of the most interesting experiences of his career including working for one of the most respected people in the advertising industry  - Sir Martin Sorrell.","Jonha Revesencio, ContributorMarketing for tech companies. Vidpeo co-founder",2015-02-18
Social CRM: The Game Changer for Companies That Want to Engage With Their Customers,"Your company may use social media but if the usage is neither strategic nor integrated, you may not really be hearing what your customers want. Therefore, you run the risk of failing to fulfill their value expectations.","Amit Bhaiya, ContributorCEO/Co-Founder of Dotcomweavers",2015-02-18
"Women in Business Q&A: Deepa Miglani, Vice President of Growth & Marketing, TheLadders",,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-02-17
"I Quit My Job Every Year, And You Should Too","Every December 31st, I quit my job. The next day I decide if I want to take the job again for the New Year. It helps me clear the noise and make sure I am 150 percent behind what I am doing and that it is how I want to spend the majority of my waking hours.","Aaron Hurst, ContributorCEO - Imperative & Author - The Purpose Economy",2015-02-16
"Like a Bad Neighbor, Chevron Is There","The federal agency that investigates refinery catastrophes released its final report late last month on the massive fire, volatile vapor release and toxic smoke plume at Chevron's Richmond, Calif., refinery in 2012 that imperiled 19 workers and sickened 15,000 residents of surrounding communities.","Leo W. Gerard, ContributorInternational President, United Steelworkers",2015-02-16
"First In, Last Out","We live in a corporate environment that often places great importance on the ""First In, Last Out"" philosophy. We hinder ourselves by getting sucked into inefficient work-wormholes and placing competitive pressure on our peers and ourselves. This danger is self-fabricated, our professional Achilles heel.","Jad Dayeh, ContributorAgent, William Morris Endeavor Entertainment",2015-02-15
10 Cities Where Crime Is Plummeting,,,2015-02-15
Inequality on the Rise? Workers of America Adapt,"Hard times are here for many hard working Americans. Today we must adapt to the industrious ethic and shrewd decision-making it takes to get by. But adaptivity takes knowledge, skill and practice. Most of us get stuck in our chronic ways of responding to challenges at work and therefore miss opportunities to get things done and build stronger relations.","Peter T. Coleman, PhD and Robert Ferguson, PhD, Contributors",2015-02-14
Marketing Problems? Identify the Grey Areas for Solutions,"There are opportunities found in every mishap, especially when it cost you big bucks. Get creative by trying to solve your problem without expending a lot of cash. In the beginning, I spent thousands, upon thousands of dollars doing it the wrong way.","Kim Harris, ContributorChief Visionary Officer, IAM-Community Consulting & Training",2015-02-13
Behind The UK's Tech Boom: 7 Factors Attracting Startups,,Mallory Moyer,2015-02-11
Why Three Is Such an Important Number in Business,"Good marketing follows certain universal truths. To succeed in an increasingly skeptical and fragmented marketplace, therefore, it behooves marketers to learn and apply these universal truths to marketing their products. One of the most important ""truths"" is the ""power of three.""","Ira Kalb, ContributorAssistant Professor of Clinical Marketing, Marshall School of ...",2015-02-11
Enjoy the Cheap Gas... But Don't Expect it to Last,Don't get too used to it. Unless I'm terribly wrong -- and oil prices have a way of making prognosticators pay -- we're going to see the end of this price slide very soon.,"James Dondero, ContributorHedge fund manager and investor. Co-founder of Highland Capita...",2015-02-10
New Leadership Choices: Are You the Leader This Moment Requires?,"The future of work calls for an overhaul of business and work design. Each company's needs are different, but the overall trend is moving away from 20th-century hierarchies to a wirearchy -- leveraging the power of networks and communities to organize work and responsibilities.","Great Work Cultures, ContributorBringing together individuals, organizations, and networks to ...",2015-02-10
Understanding Short-term Dynamics of Order Execution to Minimize Adverse Selection,"When you trade, do you place market orders, limit orders or a combination of both?  Do you or should you care?  The answer is yes, you should care, particularly in today's volatile markets, and this article explains why.","Irene Aldridge, ContributorFinTech Founder and President, AbleMarkets, Electrical Enginee...",2015-02-10
Matching Organizational Capabilities to Design Execution,"""Seat of the pants"" decision-making accounts for 90 percent of an organization's frontline actions, while 10 percent reflects their stated strategic intent. Therefore, those in the organizational frontline trenches might be forgiven for wondering: ""What the heck were they thinking?""","Soren Petersen, ContributorDesign Research Ph.D.; Author, 'Profit from Design'",2015-02-10
Business Gains Are Doubled When They're Done With Love,"If you're focused on the profit of your work, things are only good when there's a profit. But, if you're passionate about the purpose of your work, you can always look in the mirror and be proud of your day.","Corey Blake, ContributorWriting at the intersection of art, love, and business. CEO of...",2015-02-08
"Women in Business Q&A: Sarah DaVanzo, Chief Cultural Strategy Officer, Sparks & Honey","Sarah DaVanzo is a cultural strategist, trendspotter and futurist to the world's leading brands and advertising agencies. She is trail-blazing the development of a new marketing specialty called ""cultural strategy"", where she is researching, designing and piloting cultural insights and cultural strategy methodologies. She has three patents.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-02-08
Most Recommended Marketing Tools By Pro Bloggers,Most successful bloggers are not only great storytellers. They know the best and most effective tools of the trade too.,"Jonha Revesencio, ContributorMarketing for tech companies. Vidpeo co-founder",2015-02-07
A Look at the Future of Web Businesses: Competition vs Cost,"Every business is different, so keep your head in the game, and make sure what is best for your business isn't only a factor of your perceived bottom line.","Jonha Revesencio, ContributorMarketing for tech companies. Vidpeo co-founder",2015-02-07
The Cult Of Wegmans Just Helped The Grocer Beat Amazon,,Alexander C. Kaufman,2015-02-07
Anti-Tesla States Jabbed With Luddite 'Award',,Alexander C. Kaufman,2015-02-06
"Davos & Disruption Done Right: In Praise of ""Difficult Women"" in Finance","Women are still most definitely outsiders in places that matter, not least in finance. And we saw last fall what a Wall Street outsider can uncover, just the latest woman in finance to blow the whistle.","Janine R. Wedel, ContributorAuthor, ""Unaccountable""",2015-02-05
8 Tips to Stay Out of Email Hell at Work,Experts provide these eight tips for making sure your workplace inbox doesn't get you shoved out the door -- or at least doesn't make your colleagues want to immediately delete your emails.,"John Egan, ContributorEditor in chief at LawnStarter, lover of laughter, lover of wo...",2015-02-05
"Are People Using Apple Pay, Other Mobile Payments?","New technology that lets us pay for things with our phones sounds pretty amazing, right? It's convenient. It's easy to use. It could revolutionize the way we pay for things, making cash and credit cards obsolete. So now that the technology is here, everyone should be clamoring to use it, right?","Simple. Thrifty. Living., ContributorPersonal finance website",2015-02-04
Organized Labor Showing Signs of Life,"On Sunday, when 3,800 members of the United Steelworkers (USW) walked off their jobs at nine oil refineries across the country (including two in my home state of California), it marked the first national oil refinery strike in more than three decades, going all the way back to 1980.  Congratulations, USW.  With this strike, organized labor is finally showing signs of life.","David Macaray, ContributorDavid Macaray is a playwright and author (""How to Win Friends ...",2015-02-03
Amazon May Take Over Some RadioShack Stores,"Au revoir, RadioShack.",,2015-02-03
A Freedom Seeker's First Impressions of China,"Becoming more open, more free, is always a risk to a democracy. And by democracy, I don't mean simply giving residents of a fascist regime some voting mechanisms as we've seen in the Middle East and elsewhere, I mean creating the open pathways of expression that are the hallmarks of a truly free society.","Peter Himmelman, ContributorGrammy and Emmy nominated singer-songwriter, author and CEO/Dr...",2015-02-02
Taking Your Startup Public Is Fraught With Negatives,"In the old days, every entrepreneur dreamed of easily taking their startup public, and making it big. Today the rate of startups going public (IPO -- Initial Public Offering) is up from the dead zone, but is still less than half the rate of 15 years ago. Smart entrepreneurs now avoid this option like the plague.","Marty Zwilling, ContributorVeteran Start-up Mentor; Executive",2015-02-01
How Can Nonprofit Boards Overcome the Inertia of Certain Directors?,"Process directors are well-intentioned, sincere individuals. However, the board has to be careful that these directors don't allow the board to continually examine one angle after another until they lose sight of the board's main job.","Eugene Fram, ContributorProfessor Emeritus, Saunders College of Business, Rochester In...",2015-02-01
Why Aren't All Commercials As Good As The Super Bowl Ones?,When we contrast Super Bowl ads with normal ads we learn a powerful business lesson: Being effective does not always mean being quality. It's a lesson many of us find hard to swallow. But it's bitter pill we all need to take.,"Troy Campbell, ContributorSocial Scientist",2015-01-31
The Richest County In Each State,,,2015-01-31
Have a Bite of Humble Pie Before Heading to the Office,"Finally, just a few months ago, Tavenner said of the website that we should expect ""visible improvement, but not perfection."" That is the sort of humility we should have been hearing all along.","Christopher B. Nelson, ContributorPresident, St. John’s College, Annapolis",2015-01-30
"Fed Upgrades The Economy, But Will Be 'Patient' Raising Rates",,,2015-01-28
"Women in Business Q&A: Denise G. Tayloe Co-Founder, CEO & President, PRIVO",,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-01-28
Do You Work With a Credit Hog?,Every one of us has a strong bias to remember events in a light that is most favorable to us. This drill exposes that bias and makes us consider the possibility that someone else's perspective is closer to the truth.,"Marshall Goldsmith, ContributorExecutive Advisor and Best-Selling Author",2015-01-27
Great News For Obamacare,,,2015-01-27
How to Really Connect With Customers,"To click with customers in a way that sticks with them, think of every interaction as the ultimate first impression. If your brand was at a party, would people be drawn and completely engrossed in conversation, or would they be hiding behind the bean dip?","Matt Rissell, ContributorCEO & co-founder of TSheets, a tech start-up with the convicti...",2015-01-26
"Women in Business Q&A: Sophie Delafontaine, Artistic Director, Longchamp",,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-01-26
,,"Gary Snyder, ContributorWriter and Media Strategist",2015-01-25
Women in Business Q&A: Jean Shafiroff,"Jean Shafiroff, philanthropist, is actively involved as a volunteer fundraiser and leader of several charitable causes. Her managerial skills, compassion, generosity and enthusiastic dedication are among her strongest traits.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-01-25
Millions of Americans Miss One of the LARGEST Tax Benefits Every Year - Are You One?,"According to the IRS one in every four eligible taxpayers do not claim their Earned Income Tax Credit (EITC). This often overlooked tax credit is also one of the largest credits available to taxpayers. This year, the maximum EITC is $6,143 and that is a LOT of money to leave on the table.","Mark Steber, ContributorChief Tax Officer, Jackson Hewitt Tax Service Inc.",2015-01-24
'It's About A Sense Of Meaning',,Paige Lavender,2015-01-24
"Women in Business Q&A: Kimberly Gordon, CEO & Co-Founder, Depict","Kimberly Gordon is CEO & co-founder of Depict. An artist at heart with the grey matter of an economist, she started Depict to crack open the visual art world to people and provide increased economic value to artists. On a day-to-day basis, Kimberly is responsible for the development, execution and overall strategy and vision of the company.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-01-24
How Can Businesses Build Trust?,"Putting in place a new settlement on trust will not be easy. It will take time, commitment, hard work and investment.","Cynthia Hansen, ContributorDirector, Head of Professional Services, World Economic Forum",2015-01-24
"Jamie Dimon, JPMorgan CEO, Gets Millions In Cash Bonus",,,2015-01-23
Are You Blind to What You Do Best?,"When it comes to achieving your potential at work, are you making success harder than it needs to be? Researchers estimate that two-thirds of us have no idea what our strengths are, and yet a growing body of evidence suggests developing our strengths at work is key to unleashing our personal and professional success.","Michelle McQuaid, Contributorbest-selling author, workplace wellbeing teacher and playful c...",2015-01-23
Davos Awakenings,"There is a story of catatonic patients who briefly wake up after being injected with a trial drug, before returning to catatonia. The same awakening could be true for the gathering of elite business leaders every year in Davos at the World Economic Forum.","Sharan Burrow, ContributorGeneral Secretary, International Trade Union Confederation",2015-01-22
Rinkins Report: Keys to Building Valuable Business Relationships,Nobody wants to be used. So your networks must benefit everyone involved. Service to others and sharing resources are the glue that holds networks together. My rule of thumb is to reach out to people in your network periodically.,"Zach Rinkins, ContributorAward-winning author, speaker and journalist. Host of the Rink...",2015-01-22
The Key to Infographic Marketing: The Picture Superiority Effect,"Remember to ""Make It Visual"" if you want your audience to remember the information about your company's products or services. You don't have to be a professional designer either.","Randy Krum, ContributorFounder and President, InfoNewt; Author of Cool Infographics",2015-01-21
The Great Million-Dollar Candidate: Part 1,"A question that comes up frequently is, ""What makes a great million dollar candidate?"" So here are three attributes that hiring companies and Executive Recruiters look for in ""A"" (the best) candidates.","Mark Wayman, ContributorFounder of The Foundation, LLC, an executive placement firm fo...",2015-01-21
Noreen Marian Bautista: Grab Opportunities that Make You the Best Version of Yourself,,"Jonha Revesencio, ContributorMarketing for tech companies. Vidpeo co-founder",2015-01-20
REPORT: Richest 1% To Own More Than Half Of The World's Wealth By 2016,,Jade Walker,2015-01-19
15 Exercises to Pump Up Your Leadership Skills,"You take yourself to the gym... so why not strengthen your leadership ""muscles"" too? Coaching executives and aspiring leaders across many roles, industries and geographies over many years, I've prepped for you a quick-hit list of 15 exercises to help build your leadership muscles.","David Peck, ContributorPrincipal & Senior Executive Coach at Goodstone Group, author,...",2015-01-19
Declining Population Could Be Hit To Global Economy,,,2015-01-19
#FiveWordsToRuinAJobInterview Reveals What Never To Say When Applying For Work,,Damon Beres,2015-01-18
Elon Musk Wants To Bring The Internet To Space,"“Our focus is on creating a global communications system that would be larger than anything that has been talked about to date.""",Alexander C. Kaufman,2015-01-17
10 Most Hated Companies In America,"To be truly hated, a company must alienate a large number of people.",,2015-01-17
9 Cars That Disappeared In 2014,,,2015-01-17
10 Keys to Turning Business Systems Into More Profit,"Successful entrepreneurs often start with a ""random"" idea, but they quickly focus their efforts and follow a ""system"" to organize their startup and maximize the clout of their activities. Too many entrepreneur ""wannabes"" never get past the idea stage, or strike out randomly in many directions.","Marty Zwilling, ContributorVeteran Start-up Mentor; Executive",2015-01-17
"Four Telltale Signs You a Control Freak and How You Can Get off the ""John Doe Control Freak Show""",The common justification of the control freak is they want to make sure everything is as good or as successful as possible. It's one thing to be concerned and make sure things go well.,"Thuy Sindell, ContributorPresident, Skyline Group, Coaching Division",2015-01-16
The Best Way To Deal With A Horrible Boss,,,2015-01-16
Listen Up: These 10 Changes to Financial Rules Could Impact You in 2015,Welcome to 2015 -- now is a good time to examine the financial changes that will impact you in the days ahead. And it's mostly good news -- some of these changes can put more money in your pocket in 2015.,"Wise Bread, ContributorPersonal finance blog",2015-01-15
Why Great Salespeople Fail,Sales results are about two things: Sales performance and sales productivity. In order for us to get performance (the right wins) and productivity (the amount of wins to meet plan) it starts with hiring the right people.,"Hans Hickler, ContributorFounder and CEO, Ellipsis Advisors, LLC",2015-01-14
Why Human Connectivity Wins Over Data: Uber vs. Twitter in Sydney,Focusing on where our humanity intersects with data is the future of work.  Bringing the human element back into work will inevitably pay off in the bottom line as well. Reclaiming that is what all companies and individuals need to focus on in our world today.,"Erica Dhawan, ContributorCEO of Cotential, Co-author of Get Big Things Done",2015-01-14
How to Keep Calm and Carry on When You Feel Ignored,"When you've tried so hard to address team members' emotional hurdles to accepting change and walked them through how to apply the change to their work situation, your blood can start boiling when you still don't see the desired results.","Elizabeth Grace Saunders, ContributorFounder, Real Life E Time Coaching & Training",2015-01-13
It Takes a Crowd: Transforming Venture Investing,"I believe crowdfunding can transform (and improve!) venture and other ""private market"" investing in a number of ways.","April Rudin, ContributorWealth Marketing Strategies, The Rudin Group",2015-01-13
Ralph Lauren's Native American Ads Reveal Sad Truth About The Fashion World,,Kim Bhasin,2015-01-13
A Peek Inside a Luxury Brand Manual,"I guess someone hasn't been paying close attention to the uncommon customer lately. C'mon marketers, it's time to re-write the luxury brand manual - please.","Scott MacFarland, ContributorChief Content Marketer and Digital Strategist",2015-01-13
A Different Type of Attack on Minority Rights in Texas,"When it comes to the issue of ""minority rights,"" thoughts immediately wander to race, gender, age, or sexual preference.  In the state of Texas, there is a different type of minority rights battle at stake and the war over it went all the way to the Texas Supreme Court.","Kevin Price, ContributorPublisher and Editor in Chief, US Daily Review",2015-01-12
Cherishing the Kid Inside All of Us to Create Amazing Customer Experience: Steve Jobs Style,"The word magic takes me down memory lane, watching magic shows as a child was a roller coaster of delight, curiosity, wonderment, surprise and intrigue -- all rolled into one. For me, magic is a personal experience to cherish and the kid in me was overjoyed to observe its cross over to the professional side -- thanks to Steve Jobs.","Karthik Rajan, ContributorConnecting the dots between human relationships and analytics ...",2015-01-11
The Job Market Is Still Years Away From A Full Recovery,,Emily Cohn,2015-01-11
The Poorest County In Each State,,,2015-01-10
9 Money Mistakes We All Make In Our 20s And How To Avoid Them,,Harry Bradford,2015-01-09
5 Reasons to Start Meditating in 2015,"Most people that start meditating do it for the materialistic versus spiritual reasons. I know I did. It astounds me to this day the amount of business success that is attributed to meditation, and more importantly, the lessons you can apply directly to the business world.","Chirag Kulkarni, ContributorCo-founder of Insightfully",2015-01-08
Those Slow to Adopt New Technology Often Benefit Most from It,"In a time-tested CIO article, Stephanie Overby wrote, ""When the first wheel was rolled out in 3000 B.C., just a handful of Mesopotamians had enough insight and risk tolerance to give it a whirl while others looked on from a safe distance."" And today, the same phenomenon exists.","Andre Bourque, ContributorEditor Emeritus, Technorati & Tech Evangelist Covering High Gr...",2015-01-08
"2015: The Trend Line for Communications Services -- Phone, Broadband, Internet, Cable TV & Wireless -- Sucks","As a telecom analyst for over 30+ years, I've been tracking the trend lines of communications services. And from the customer perspective -- your perspective -- 2015 will be like watching a train wreck in slow motion -- and continue over the next few years.","Bruce Kushnick, ContributorExecutive Director, New Networks Institute",2015-01-08
Private Student Loan Business Declares War on Borrowers,"When unemployment, illness or a divorce force consumers to choose between paying the rent or a student loan, private loan servicers insist on full payment. So begins the chronic slide into bad credit, nasty collection calls, and eventual lawsuits.","Richard Gaudreau, ContributorAttorney",2015-01-07
Redefining Success in 2015: How Much Is Enough?,"Pick an element of what it means to be successful and W. Brett Wilson has likely achieved it. He is one of Canada's most financially successful and well-known businessmen, he is an Order of Canada recipient, a best-selling author, and former television star of Dragon's Den, the Canadian hit series precursor to ABC's Shark Tank.","Craig Dowden, ContributorCoach, author, and speaker",2015-01-07
9 Tips for Making Your Blog Better in 2015,"New year, new outlook. The flipping of the calendar from 2014 to 2015 gives us all a chance to reboot and rethink. So why not take a fresh look at your blog? Here are nine tips that'll put your blog on the right track in 2015 and beyond.","John Egan, ContributorEditor in chief at LawnStarter, lover of laughter, lover of wo...",2015-01-06
Why Pay Secrecy Needs to End,"Instead of spending more time and money on keeping pay information secret, how about administering pay correctly so that there is nothing that needs to be kept secret?","Ed Lawler, ContributorProfessor of Business, USC; Author, ""Effective Human Resource ...",2015-01-06
Leadership and Transparency 2015: The Social Media Imperative,"By the time ""trends"" get mentioned in new year forecast blog posts, they can be a little more ""old"" than ""news."" Though forward motion is always worth celebrating, change usually happens more slowly.","Andrea Learned, ContributorSustainability-Focused Thought Leadership Strategist",2015-01-05
DOW PLUNGES,Another plunge in the price of oil is driving stocks sharply lower in afternoon trading.,,2015-01-05
5 Key Essentials Needed for Business Success,Looking to start or grow a small business and find some small measure of success? Be sure to keep the following five elements in mind as you go about drafting a game plan -- each essential to achieve your goals for the business.,"Scott Steinberg, ContributorKeynote Speaker and Author, 'Make Change Work For You""",2015-01-04
Piketty: Bill Gates Told Me He Doesn't Want To Pay More In Taxes,"“He told me, ‘I love everything that’s in your book, but I don’t want to pay more tax.'""",Maxwell Strachan,2015-01-04
The 10 Safest States In America,,,2015-01-04
The Most Dangerous States In America,,,2015-01-04
"Women in Business Q&A: Malyn Joplin, Founder, Made for Pearl","Growing up as the niece of Janis Joplin, Malyn Joplin accepted she had deep, significant roots in music history, but constantly struggled to find a deeper spiritual connection to her famous Aunt. A bold move out to California sparked a creative nerve in Malyn and drew her to fashion.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-01-03
Minimum Wage Increases Breaking Out All Over!,"By now, about 60 percent of the workforce is covered by minimum wages above the federal level. What with all these sub-national increases, do we even need a federal minimum wage anymore?","Jared Bernstein, ContributorFmr. Obama administration economist; CNBC and MSNBC contributor",2015-01-03
North Korea Sanctions Must Target Regime To Bruise Economy,,Alexander C. Kaufman,2015-01-02
"Women in Business Q&A: Kristen Hamilton, CEO of Koru","How has your life experience made you the leader you are today? ""This is an ongoing process. I try hard to be 'always learning.'""","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2015-01-01
New Year's Resolution? Get a Little Help From Your Friends,"We've all had New Year's resolutions that we've broken. One year, I resolved to learn how to touch-type instead of hunting and pecking for each key. How'd that turn out? I am hunting and pecking this right now. Another year, I vowed to take piano lessons; I didn't make it through January. Time and time again when I went for it alone, I'd get busy or just let it go. But the resolution I kept? Two years ago, I was with my childhood girlfriends for New Year's Eve and said I wanted to keep a journal of the milestones in my children's lives. One of them suggested that I share some of it with them every month. They held me accountable, cheering me on when I sent entries and reminding me when I fell behind. A year later, I was still going strong.","Sheryl Sandberg, ContributorChief Operating Officer, Facebook",2014-12-31
10 Ways to Become a Better Negotiator Next Year,"As I've coached senior leaders in communication skills for the past three decades, I've had opportunity to observe 10 habits that set successful negotiators apart from their less-successful colleagues.","Dianna Booher, ContributorCEO, BooherResearch.com Author, 46 books on leadership communi...",2014-12-30
"Women in Business Q&A: Dale Noelle, Founder of TRUE Model Management",,"Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2014-12-30
What Yahoo's Marissa Mayer (And You) Should Learn From Disney,"Leverage your strengths. Whether you are an executive onboarding into a new role, leading a turn around or just looking to accelerate value creation, the answer is almost always to focus on and leverage your existing strongest talents, knowledge, skills, capabilities.","George Bradt, ContributorChairman, PrimeGenesis",2014-12-29
The Management Consultant's Guide to New Years Resolutions,How do you pick just one resolution for the new year? Exercise more? Save more money? Spend more time with family? The list of potential resolutions is quite overwhelming.,"Michael Ruderman, ContributorPersonal Finance Enthusiast, Silicon Valley Tech Optimist, and...",2014-12-29
The 5 Most Memorable Commercials of 2014,"This year, viewers were treated to memorable spots with all forms of wit and creativity, featuring everything from the Super Bowl, to the Olympics, to Mother's Day.","Jose Costa, ContributorGroup President, Driven Brands",2014-12-29
Women in Business Q&A: Anna Carroll,"Anna Carroll, MSSW, through EverydayFeedback.com, specializes in workplace trends and training. In her recent book, The Feedback Imperative: How to Give Everyday Feedback to Speed Up Your Team's Success, she helps leaders at all levels overcome their obstacles to giving feedback.","Laura Dunn, ContributorSocial Media and Communications Professional, Founder and Edit...",2014-12-28
Why We're Still Fighting the Last War on Trade Policy,"Is it true that companies trying to manufacture in America, workers, communities and environmentalists need the President to explain their interests to them, as if 25 years of lived experience with NAFTA-style trade deals haven't been sufficiently clear?","Stan Sorscher, ContributorLabor Representative, Society for Professional Engineering Emp...",2014-12-27
8 Worst-Run Companies In America,,,2014-12-27
Subprime Auto Loans Are Hurting The Poor,,,2014-12-27
'Twas The Day After Christmas,It's a common emerging theme -- unleashing products for a holiday in an accelerated non-sequential order (with so much Christmas stimuli in stores in November I often found myself wondering what happened to Thanksgiving) -- but who is causing and reinforcing this trend?,"Shruti Eva Saini, ContributorAB-InBev Senior Manager, Consumer Strategy & Insights",2014-12-26
Greg Whitham: Inspiration Never Comes When It's Convenient,There is no limit to the amount of times you can reinvent yourself so be open to change and stay alert for the opportunity to do so. Write stuff down - inspiration never comes when it's convenient so capture it wherever you can.,"Jonha Revesencio, ContributorMarketing for tech companies. Vidpeo co-founder",2014-12-25
Falling Oil Prices Knocking Down America's Biggest Opponents,,,2014-12-25
A Great Sign For The U.S. Economy,,,2014-12-24
Is Your Business Ready for the World's Emerging Middle Class?,"Is it time for us to rethink how we perceive the global middle class? Currently, more than half of the world's middle class population can be found in the Western world. However, recent reports and studies have consistently shown that the global share of the middle class is shifting.","Andre Bourque, ContributorEditor Emeritus, Technorati & Tech Evangelist Covering High Gr...",2014-12-24
"With Urban Hospitals in Decline, One Hospital Changes the Rules of the Game","When access to care and population health of a distressed community are on the line, urban hospitals like BMC can and should look outside of traditional negotiation tactics to fulfill their role in serving their community. If they do not, we may not have the ERs to meet the newly insured population.","Jessica Stone, ContributorFormer Health Policy Analyst and U.S. Senate Policy Advisor",2014-12-23
Guess Who is ABLE to Work?,"People with disabilities can use more programs like PATF's that prepare them for life and the workforce Passage of the ABLE Act is a movement in the right direction, as could be adjustments to IDAs and other anti-poverty programs that permit people with disabilities to participate in them on their way to greater independence.","René Bryce-Laporte, ContributorPrincipal, Bryce-Laporte Information and Consulting",2014-12-22
5 Ways to Get Your Business Ready for 2015,"How can you use what you learned in 2014 to help you end the year the right way and improve your business in the year ahead? Here's a checklist to help you boost profits, trim budgets and streamline your company for 2015.","10,000 Small Businesses Program, ContributorAn investment to help entrepreneurs create jobs and economic o...",2014-12-22
Google Doesn't Want To Go It Alone With Driverless Cars,,Alexander C. Kaufman,2014-12-20
8 Fastest-Growing Beers In America,,,2014-12-20
Staples Hack Affected Over 1 Million Cards,,,2014-12-19
These Photos Show How Little Cuba's Struggling Economy Has Changed In A Half-Century,"With an economy that has basically stood still for more than half a century, it's often difficult to tell the difference between a present-day photo of Cuba and one that is decades old.",Harry Bradford,2014-12-19
Best Life/Career Advice: Relationships Trump Jobs!,"When someone tells me they are too busy at work to attend my Christmas Party, I hear, ""You are not important to me Mark. My job is far more important than our relationship."" Let me give you five good reasons to value your family and friends over your job.","Mark Wayman, ContributorFounder of The Foundation, LLC, an executive placement firm fo...",2014-12-18
Creating Leverage Where None Seems to Exist,"If you're put on a college waitlist, do you view that as a polite ""no"" or an invitation to launch a campaign? If your buyer raises objections to your sales pitch, do you view that as the beginning of the end or a request for more information?","George Bradt, ContributorChairman, PrimeGenesis",2014-12-17
7 Human Resources Trends Your Small Business Needs to Know,"The world of human resources changes fast. If your small business isn't on top of the trends, you could not only experience significant turnover, but also legal ramifications. It's important to know the current trends and legal considerations.","Margaret Jacoby, ContributorAuthor, 'Practical Tools to Manage Costly Employee Turnover'",2014-12-17
Corporate Antibodies: Don't Let Them Kill Your Growth Strategies,"You, as corporate leaders, have been given an unprecedented advantage to show growth and results. Interest rates are historically low and corporate cash positions strong. The masses know it, and they are expecting fireworks.","Laura Berger, Contributor""Psychology Today"" leadership expert helping overworked profes...",2014-12-17
3 Questions You Need To Ask Now For 2015 Success,Right now is the time to re-evaluate your marketing in terms of the new expectations your customers have developed in the past 6 months.,"Ernan Roman, ContributorPresident, Ernan Roman Direct Marketing",2014-12-16
3 Things That Are Keeping Women From Reaching Top Management Positions,,Alena Hall,2014-12-15
It's 2015. How Are We Still Having These Conversations?,"The person kicking ass in a negotiation might have ovaries, but that doesn't require her to smile sweetly and make sure everyone is okay with the outcome of the deal. She has an agenda, just like everyone else, and if her agenda wins, that does not make her a bitch, it makes her a success.","Valerie Alexander, ContributorCEO, Keynote Speaker & Corporate Trainer on Happiness at Work ...",2014-12-14
Big Business: Buying Fake Instagram Followers,"Did you know that you could purchase Instagram followers for just a couple of bucks? Social networks are aware of this new phenomenon, and they are clamping down on this questionable practice because some believe it deceives fans.","Shayla R. Price, ContributorContent Marketer",2014-12-14
"For 'The Interview,' Even Negative Publicity (Like A Massive Sony Hack) Is Good Publicity",,Jillian Berman,2014-12-13
How Do Innovators Create New Markets?,"How do innovators transform new machines, molecules, and even melodies into multi-billion dollar value innovations - and break the rules of standard marketing in the process?","Markus Giesler, ContributorBusiness Professor",2014-12-12
